"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","gap_completion_white_black"
"2551","Plaza College",3,717,4103,0.2917,0.7903,-1.70929036681522
"2552","Davis College",2,9430,3164,0.3333,0.5,-0.5001500150015
"2553","Pratt Institute-Main",2,29420,14711,0.6334,0.3333,0.47379223239659
"2561","Rensselaer Polytechnic Institute",2,26741,19069,0.8327,0.6512,0.217965653896962
"2563","Roberts Wesleyan College",2,15751,10621,0.6684,0.3077,0.539646918013166
"2565","Rochester Institute of Technology",2,19868,17731,0.6535,0.4756,0.272226472838562
"2566","University of Rochester",2,21893,28983,0.858,0.7321,0.146736596736597
"2569","The Sage Colleges",2,12380,7845,0.6028,0.5455,0.0950564034505641
"2571","St Bonaventure University",2,15218,8189,0.7091,0.5333,0.24791989846284
"2572","St Francis College",2,14332,7426,0.64,0.396,0.38125
"2574","St Lawrence University",2,22702,15966,0.8438,0.8,0.0519080350794026
"2575","The College of Saint Rose",2,15067,12055,0.6667,0.7391,-0.108594570271486
"2576","St. Thomas Aquinas College",2,15850,7969,0.6151,0.4286,0.303202731263209
"2578","Sarah Lawrence College",2,25770,20449,0.7598,0.6667,0.122532245327718
"2581","Siena College",2,15930,10563,0.8224,0.5882,0.28477626459144
"2582","Skidmore College",2,30389,19668,0.8698,0.9375,-0.0778339848240975
"2583","Saint Joseph's College-New York",2,15725,8251,0.7229,0.5143,0.288559966800387
"2587","Saint John Fisher College",2,18573,9198,0.7253,0.5294,0.270095133048394
"2590","St John's University-New York",2,22125,11325,0.6568,0.4837,0.263550548112058
"2594","SUNY College of Technology at Alfred",1,3378,10105,0.5227,0.2615,0.499713028505835
"2595","SUNY College of Technology at Canton",1,3373,8175,0.3288,0.213,0.352189781021898
"2596","SUNY College of Technology at Delhi",1,3855,9374,0.4194,0.2991,0.286838340486409
"2597","SUNY College of Agriculture and Technology at Cobleskill",1,4180,8430,0.3767,0.2872,0.237589593841253
"2598","Farmingdale State College",1,5571,9828,0.4866,0.4432,0.0891903000411015
"2599","Morrisville State College",1,3426,10657,0.3009,0.1915,0.363575938850116
"2600","SUNY at Albany",1,6348,13815,0.6621,0.6731,-0.0166138045612445
"2601","SUNY at Binghamton",1,7150,11395,0.8194,0.8,0.023675860385648
"2602","University at Buffalo",1,8627,15806,0.7171,0.6205,0.134709245572444
"2603","Stony Brook University",1,7992,20564,0.6282,0.7482,-0.191021967526266
"2604","SUNY College of Environmental Science and Forestry",1,5570,15092,0.6748,0.5,0.259039715471251
"2605","SUNY Polytechnic Institute",1,5536,9924,0.4366,0.4,0.0838295923041685
"2606","SUNY College at Brockport",1,5102,11647,0.6819,0.6226,0.0869628977855989
"2607","SUNY Buffalo State",1,4158,9777,0.4642,0.4383,0.0557949159844894
"2608","SUNY College at Cortland",1,5533,9436,0.6933,0.4,0.423049185056974
"2609","SUNY at Fredonia",1,5151,10948,0.6751,0.6098,0.0967264109020886
"2610","SUNY College at Geneseo",1,5680,10471,0.8057,0.5667,0.296636465185553
"2611","State University of New York at New Paltz",1,6051,10550,0.7733,0.7719,0.00181042286305439
"2612","SUNY Oneonta",1,4942,8942,0.7436,0.7188,0.0333512641204949
"2613","SUNY College at Oswego",1,5178,10636,0.6529,0.519,0.205085005360698
"2614","SUNY College at Potsdam",1,4559,12437,0.5625,0.381,0.322666666666667
"2615","SUNY at Purchase College",1,6336,10439,0.6765,0.6481,0.0419807834441981
"2617","SUNY College at Old Westbury",1,4182,9875,0.2836,0.4211,-0.484837799717912
"2618","SUNY College at Plattsburgh",1,5252,11263,0.6095,0.6,0.0155865463494669
"2620","SUNY Empire State College",1,4688,9046,0.2056,0.1343,0.346789883268482
"2624","Syracuse University",2,22079,15192,0.8299,0.7244,0.127123749849379
"2631","Touro College",2,12576,6892,0.4747,0.3279,0.309247946071203
"2632","Trocaire College",2,17042,8661,0.3673,0.0612,0.83337870950177
"2636","Union College",2,27513,19835,0.8409,0.9259,-0.101082173861339
"2639","United States Merchant Marine Academy",1,602,15985,0.7284,0.375,0.485172981878089
"2640","Utica College",2,14758,7365,0.5141,0.3333,0.351682552032679
"2642","Vassar College",2,25998,29919,0.9392,0.92,0.020442930153322
"2643","Villa Maria College",2,16180,6612,0.5811,0.186,0.679917398038203
"2644","School of Visual Arts",3,31892,15105,0.6487,0.6154,0.0513334361029753
"2645","Wagner College",2,23434,10858,0.6692,0.7391,-0.104453078302451
"2647","Wells College",2,12882,8376,0.6778,0.2222,0.672174682797285
"2648","The College of Westchester",3,19998,6634,0.4528,0.3554,0.215106007067138
"2658","Yeshiva University",2,22288,33568,0.8549,1,-0.169727453503334
"2662","The Art Institute of Charlotte",3,15818,3744,0.3889,0.2754,0.291848804319877
"2664","Appalachian State University",1,6100,7384,0.702,0.6044,0.139031339031339
"2666","Barton College",2,15311,7130,0.5,0.2857,0.4286
"2668","Belmont Abbey College",2,10292,4841,0.3913,0.2609,0.333248147201635
"2672","Brevard College",2,12523,7618,0.437,0.4,0.0846681922196796
"2675","Cabarrus College of Health Sciences",2,9053,7284,0.35,0.5,-0.428571428571429
"2677","Campbell University",2,12550,11643,0.5618,0.3717,0.338376646493414
"2681","Catawba College",2,18808,7510,0.5095,0.4737,0.0702649656526005
"2686","Chowan University",2,11367,5071,0.3217,0.2077,0.354367423064967
"2691","Davidson College",2,20505,19228,0.9275,0.9688,-0.0445283018867925
"2692","Duke University",2,22556,50756,0.9574,0.9226,0.0363484437016921
"2694","East Carolina University",1,6806,11749,0.5886,0.5885,0.000169894665307491
"2696","Elizabeth City State University",1,2966,9039,0.3171,0.3945,-0.244087038789026
"2697","Elon University",2,25949,15016,0.8149,0.8375,-0.0277334642287398
"2700","Fayetteville State University",1,3287,8035,0.3333,0.3529,-0.0588058805880588
"2702","Gardner-Webb University",2,9144,5645,0.6235,0.2344,0.624057738572574
"2704","Greensboro College",2,13604,6394,0.3856,0.2955,0.233661825726141
"2705","Guilford College",2,12312,6881,0.62,0.5116,0.174838709677419
"2710","High Point University",2,23711,9376,0.6248,0.6538,-0.046414852752881
"2716","Lees-McRae College",2,9804,4627,0.3676,0.3529,0.0399891186071817
"2718","Lenoir-Rhyne University",2,12322,7378,0.5985,0.3902,0.348036758563074
"2722","Mars Hill University",2,9370,5625,0.412,0.22,0.466019417475728
"2727","Meredith College",2,18662,10394,0.6287,0.5556,0.116271671703515
"2728","Methodist University",2,13927,7680,0.4226,0.1687,0.60080454330336
"2729","Miller-Motte College-Wilmington",3,12491,2161,0.2755,0.28,-0.0163339382940109
"2734","Montreat College",2,9323,4666,0.3412,0.4167,-0.221277842907386
"2735","University of Mount Olive",2,8484,2935,0.4771,0.3448,0.27730035631943
"2738","North Carolina A & T State University",1,5359,8997,0.2727,0.4867,-0.784745141180785
"2739","University of North Carolina at Asheville",1,6444,8967,0.6586,0.5652,0.141815973276647
"2740","University of North Carolina at Chapel Hill",1,12502,25710,0.9171,0.8398,0.0842874277614219
"2741","University of North Carolina at Charlotte",1,7245,9126,0.5335,0.5498,-0.0305529522024367
"2742","University of North Carolina at Greensboro",1,5658,8999,0.5484,0.5767,-0.0516046681254559
"2743","North Carolina Central University",1,5216,10349,0.3478,0.4764,-0.369752731454859
"2744","University of North Carolina School of the Arts",1,12770,22850,0.6327,0.4,0.367788841473052
"2745","North Carolina State University at Raleigh",1,8400,13745,0.7554,0.6794,0.100608948901244
"2746","North Carolina Wesleyan College",2,11484,5527,0.4909,0.3271,0.333672845793441
"2747","University of North Carolina Wilmington",1,7246,7955,0.7098,0.6559,0.0759368836291913
"2749","William Peace University",2,10837,4406,0.3269,0.3871,-0.184154175588865
"2750","University of North Carolina at Pembroke",1,3982,7060,0.346,0.3304,0.045086705202312
"2751","Pfeiffer University",2,11159,6953,0.3609,0.2258,0.374341922970352
"2755","Queens University of Charlotte",2,14527,9844,0.6316,0.4222,0.33153894870171
"2763","Saint Augustine's University",2,7393,6308,1,0.3707,0.6293
"2764","Salem College",2,7258,7565,0.6824,0.7778,-0.139800703399766
"2767","Shaw University",2,14108,7991,0.4444,0.2586,0.418091809180918
"2770","St Andrews University",2,8660,5734,0.3009,0.35,-0.163177135260884
"2780","Wake Forest University",2,29439,26803,0.8896,0.8118,0.087455035971223
"2782","Warren Wilson College",2,14211,11700,0.5204,1,-0.921598770176787
"2788","Wingate University",2,11874,8993,0.543,0.4,0.263351749539595
"2791","Winston-Salem State University",1,4270,11194,0.2593,0.4598,-0.773235634400309
"2792","Western Carolina University",1,5595,7845,0.6014,0.4699,0.218656468240772
"2794","Bismarck State College",1,4057,9461,0.4416,0.1111,0.748414855072464
"2795","Dickinson State University",1,5031,10550,0.3966,0.1667,0.579677256681795
"2799","University of Jamestown",2,8385,7858,0.5214,0.2,0.616417337936325
"2803","University of Mary",2,14103,5990,0.4779,0.5,-0.0462439840970915
"2804","Mayville State University",1,4986,6689,0.4225,0.4,0.0532544378698224
"2805","Minot State University",1,5703,10193,0.3805,0.125,0.671484888304862
"2807","University of North Dakota",1,9624,15698,0.5609,0.6429,-0.146193617400606
"2810","North Dakota State University-Main Campus",1,8007,8329,0.5728,0.2,0.650837988826816
"2817","Valley City State University",1,5485,11284,0.5289,0.3333,0.369824163357913
"2819","The Art Institute of Cincinnati-AIC College of Design",3,16558,4572,0.7419,0.3333,0.550748079255964
"2821","Akron Institute of Herzing University",3,13751,8191,0.525,0.1961,0.626476190476191
"2822","University of Akron Main Campus",1,9669,9013,0.474,0.1294,0.727004219409283
"2828","Art Academy of Cincinnati",2,24839,5809,0.5854,0.75,-0.281175264776221
"2830","Ashland University",2,11756,7174,0.6066,0.2459,0.594625783053083
"2834","Baldwin Wallace University",2,15412,10353,0.7259,0.434,0.402121504339441
"2836","Bluffton University",2,10650,8685,0.616,0.2727,0.557305194805195
"2839","Bowling Green State University-Main Campus",1,8806,8710,0.5703,0.4822,0.154480098193933
"2840","Bryant & Stratton College-Parma",3,15073,2986,0.125,0.1111,0.1112
"2844","Capital University",2,14480,9208,0.6112,0.4098,0.329515706806283
"2848","Case Western Reserve University",2,22634,30078,0.8286,0.6567,0.207458363504707
"2849","Cedarville University",2,15888,9969,0.7,0.6923,0.0109999999999999
"2856","Cincinnati Christian University",2,9294,5856,0.4111,0.1053,0.743857942106543
"2857","Cincinnati College of Mortuary Science",2,11822,4486,0.7143,1,-0.399972000559989
"2858","University of Cincinnati-Main Campus",1,12556,10072,0.6302,0.34,0.460488733735322
"2860","University of Cincinnati-Clermont College",1,5727,6014,0.2513,0.1333,0.469558296856347
"2861","University of Cincinnati-Blue Ash College",1,5596,6978,0.2533,0.0579,0.771417291748914
"2862","Ohio Christian University",2,9396,4315,0.2982,0.3,-0.00603621730382283
"2865","Cleveland Institute of Art",2,18821,12963,0.6914,0.1667,0.758894995660978
"2868","Cleveland State University",1,10568,8111,0.4643,0.2,0.569244023260823
"2871","Columbus College of Art and Design",2,30430,10539,0.5973,0.3478,0.417713042022434
"2876","University of Dayton",2,20574,11646,0.7766,0.622,0.199072881792428
"2877","Defiance College",2,14156,6875,0.5051,0.3077,0.390813700257375
"2878","Denison University",2,22338,17967,0.8369,0.7073,0.154857211136336
"2882","Bryant & Stratton College-Cleveland",3,14076,2868,0.2,0.07,0.65
"2884","The University of Findlay",2,14500,8270,0.5734,0.4,0.30240669689571
"2885","Franklin University",2,13717,4229,0.16,0.1176,0.265
"2893","Heidelberg University",2,12529,9017,0.508,0.3333,0.343897637795276
"2894","Hiram College",2,15431,9183,0.7043,0.4318,0.386908987647309
"2900","ITT Technical Institute-Dayton",3,19066,2781,0.4068,0.25,0.385447394296952
"2902","John Carroll University",2,12841,9268,0.8517,0.6774,0.204649524480451
"2903","Hondros College",3,12993,5938,0.8214,0.6667,0.188336985634283
"2907","Kent State University at Stark",1,6148,5103,0.2891,0.0667,0.769283984780353
"2908","Kent State University at Trumbull",1,6720,5463,0.1748,0.0435,0.751144164759726
"2911","Kent State University at Kent",1,9926,7718,0.564,0.4116,0.270212765957447
"2912","Kent State University at Geauga",1,6242,5275,0.2165,0.0714,0.670207852193995
"2913","Kenyon College",2,29409,22319,0.9028,0.6471,0.283229951262738
"2914","Kettering College",2,13593,10777,0.4565,0.25,0.452354874041621
"2915","Lake Erie College",2,9994,5388,0.5388,0.16,0.703043801039347
"2922","Lourdes University",2,15645,9102,0.3563,0.1333,0.625877069884928
"2923","Malone University",2,11900,7392,0.5275,0.2143,0.593744075829384
"2924","Marietta College",2,16189,12859,0.6656,0.2941,0.558143028846154
"2927","Mercy College of Ohio",2,11902,10988,0.6923,0.6667,0.0369781886465406
"2929","Miami University-Hamilton",1,5198,4462,0.285,0.0806,0.71719298245614
"2930","Miami University-Middletown",1,4856,5386,0.204,0.0256,0.874509803921569
"2931","Miami University-Oxford",1,16027,10181,0.7949,0.7192,0.0952321046672539
"2935","Mount Carmel College of Nursing",2,12094,5951,0.6429,1,-0.555451858764971
"2936","University of Mount Union",2,13981,9277,0.6456,0.3659,0.433240396530359
"2937","Mount Vernon Nazarene University",2,12358,7324,0.5891,0.8333,-0.41453063995926
"2938","Mount Saint Joseph University",2,15340,7648,0.562,0.1,0.822064056939502
"2940","Muskingum University",2,11311,8808,0.5452,0.359,0.341526045487894
"2948","Notre Dame College",2,12090,4643,0.3988,0.1351,0.66123370110331
"2950","University of Northwestern Ohio",2,8614,3544,0.5695,0.1176,0.793503072870939
"2951","Oberlin College",2,29026,28894,0.877,0.9231,-0.0525655644241734
"2954","Ohio Dominican University",2,11936,5335,0.485,0.2031,0.581237113402062
"2956","Ohio Northern University",2,16986,12519,0.7176,0.4828,0.327201783723523
"2958","Ohio State University-Lima Campus",1,7037,8888,0.3476,0.1667,0.520425776754891
"2959","Ohio State University-Mansfield Campus",1,6853,8259,0.4415,0.2619,0.406795016987542
"2960","Ohio State University-Marion Campus",1,6941,7903,0.4249,0.2927,0.311132031066133
"2961","Ohio State University-Newark Campus",1,6831,6203,0.4122,0.3178,0.229015041242115
"2966","Ohio State University-Main Campus",1,12627,16075,0.844,0.719,0.148104265402844
"2971","Ohio University-Main Campus",1,10710,9704,0.674,0.6435,0.045252225519288
"2972","Ohio University-Zanesville Campus",1,3207,6129,0.3231,0.1818,0.437325905292479
"2975","Ohio Wesleyan University",2,14320,13075,0.6588,0.4737,0.280965391621129
"2976","Otterbein University",2,15914,10325,0.612,0.4,0.34640522875817
"2986","Fortis College-Centerville",3,9230,4130,0.6977,0.5694,0.183889924036119
"2987","University of Rio Grande",2,6360,6239,0.3934,0.3333,0.152770716827656
"2989","Shawnee State University",1,6168,5874,0.3244,0.1591,0.509556103575832
"2996","Brown Mackie College-Cincinnati",3,8945,3696,0.2622,0.1713,0.346681922196796
"2997","Brown Mackie College-Akron",3,10956,3461,0.2414,0.1927,0.201739850869925
"3004","Tiffin University",2,8607,2994,0.4449,0.2432,0.453360305686671
"3005","University of Toledo",1,10857,12241,0.4953,0.2108,0.574399353926913
"3012","Union Institute & University",2,17961,6574,0.1111,0.6,-4.4005400540054
"3015","Urbana University",2,9599,3621,0.4453,0.3,0.32629687850887
"3016","Ursuline College",2,17430,11842,0.4932,0.16,0.67558799675588
"3019","Walsh University",2,12797,7468,0.5759,0.4,0.305434971349193
"3023","Wilmington College",2,10386,6349,0.5429,0.2128,0.608030944925401
"3025","Wittenberg University",2,13947,10139,0.7361,0.2222,0.698138839831545
"3026","The College of Wooster",2,17476,13239,0.7892,0.6,0.239736441966548
"3027","Wright State University-Main Campus",1,9474,9158,0.4464,0.1938,0.565860215053763
"3029","Xavier University",2,16573,10076,0.7405,0.5842,0.211073598919649
"3030","ITT Technical Institute-Youngstown",3,17557,3112,0.4536,0.6087,-0.341931216931217
"3031","Youngstown State University",1,7788,7275,0.38,0.0776,0.79578947368421
"3033","Bacone College",2,2243,4240,0.1053,0.2,-0.899335232668566
"3034","Oklahoma Wesleyan University",2,11951,6009,0.4219,0.1111,0.736667456743304
"3035","Southern Nazarene University",2,12732,8624,0.5204,0.1765,0.660837817063797
"3038","Cameron University",1,4331,7292,0.2545,0.1333,0.4762278978389
"3041","University of Central Oklahoma",1,7537,8494,0.3988,0.3077,0.228435305917753
"3044","East Central University",1,4494,6827,0.3588,0.16,0.554069119286511
"3051","Langston University",1,3466,8449,0.2,0.0355,0.8225
"3053","Spartan College of Aeronautics and Technology",3,19710,7156,0.5097,0.26,0.489896017265058
"3054","Northeastern State University",1,4135,7917,0.3327,0.3091,0.0709347760745417
"3058","Northwestern Oklahoma State University",1,3514,6769,0.376,0.16,0.574468085106383
"3060","Oklahoma Christian University",2,8657,7261,0.513,0.4091,0.202534113060429
"3062","Oklahoma Panhandle State University",1,4523,6215,0.2157,0.0645,0.700973574408901
"3063","Oklahoma State University-Main Campus",1,11033,8602,0.6245,0.521,0.165732586068855
"3065","Oklahoma Baptist University",2,9773,6153,0.5421,0.381,0.297177642501384
"3067","Oklahoma City University",2,16782,12219,0.6245,0.3667,0.412810248198559
"3068","University of Oklahoma-Norman Campus",1,11150,12188,0.6862,0.6078,0.114252404546779
"3070","Oklahoma State University Institute of Technology",1,2086,6303,0.3846,0.1,0.739989599583983
"3071","Oral Roberts University",2,12600,8754,0.5634,0.4516,0.198438054668087
"3074","Rogers State University",1,3969,5538,0.225,0.0588,0.738666666666667
"3076","St. Gregory's University",2,9892,4972,0.2241,0.2,0.107541276215975
"3078","University of Science and Arts of Oklahoma",1,2936,7758,0.4789,0.25,0.477970348715807
"3081","Southeastern Oklahoma State University",1,4408,7447,0.2804,0.2333,0.167974322396576
"3082","Southwestern Christian University",2,8654,3752,0.4167,0.3333,0.200143988480922
"3083","Southwestern Oklahoma State University",1,4283,8087,0.3605,0.2703,0.250208044382802
"3086","University of Tulsa",2,20416,15982,0.7261,0.5577,0.231923977413579
"3095","The Art Institute of Portland",3,14471,5781,0.2748,0.2,0.272197962154294
"3104","Concordia University-Portland",2,12091,2545,0.5833,0.5,0.142808160466312
"3110","George Fox University",2,16009,8930,0.6873,0.3333,0.515058926233086
"3112","ITT Technical Institute-Portland",3,19180,3894,0.3028,0.25,0.174372523117569
"3114","Lewis & Clark College",2,24037,15866,0.8068,0.5,0.380267724343084
"3115","Linfield College-McMinnville Campus",2,20682,13440,0.707,0.8571,-0.212305516265912
"3126","Northwest Christian University",2,8288,4694,0.697,0.6667,0.0434720229555237
"3128","Oregon Institute of Technology",1,7177,9764,0.4449,1,-1.24769611148573
"3130","Oregon State University",1,10540,10914,0.6501,0.4211,0.352253499461621
"3131","University of Oregon",1,15185,12386,0.6948,0.5455,0.214881980426022
"3133","Pacific University",2,24217,12254,0.5749,0.4,0.30422682205601
"3140","Portland State University",1,8488,8454,0.3951,0.3158,0.200708681346494
"3141","University of Portland",2,20125,10653,0.8049,0.7778,0.0336687787302769
"3142","Reed College",2,28527,22586,0.7988,0.9,-0.126690035052579
"3145","Pioneer Pacific College",3,6400,3929,0.5822,0.375,0.355891446238406
"3147","Southern Oregon University",1,6352,8340,0.4081,0.2727,0.331781426121049
"3151","Warner Pacific College",2,16328,10807,0.434,0.2,0.539170506912442
"3156","Willamette University",2,20372,13307,0.798,0.7143,0.104887218045113
"3157","Western Oregon University",1,6513,8300,0.4772,0.36,0.245599329421626
"3164","Albright College",2,14946,9556,0.6023,0.3684,0.388344678731529
"3167","Allegheny College",2,19492,12779,0.8067,0.6563,0.186438576918309
"3169","DeSales University",2,15995,8954,0.7151,0.9231,-0.290868410012586
"3171","Alvernia University",2,17408,6818,0.5502,0.1667,0.697019265721556
"3174","The Art Institutes of York-PA",3,15128,7108,0.6078,0.5,0.177360974004607
"3175","The Art Institute of Philadelphia",3,15887,5998,0.4549,0.3088,0.321169487799516
"3177","The Art Institute of Pittsburgh",3,14110,5790,0.3362,0.0976,0.709696609161213
"3181","Arcadia University",2,13828,7453,0.6854,0.439,0.359498103297345
"3184","Bloomsburg University of Pennsylvania",1,7837,8464,0.6844,0.4392,0.358270017533606
"3186","Bryn Mawr College",2,21894,27370,0.8273,0.8235,0.00459325516741209
"3187","Bucknell University",2,31788,20198,0.8923,0.9444,-0.0583884343830551
"3192","Cabrini University",2,13980,7826,0.5358,0.2979,0.444008958566629
"3193","California University of Pennsylvania",1,7890,7490,0.5894,0.5132,0.129284017645063
"3195","Carlow University",2,16311,7288,0.634,0.4571,0.279022082018927
"3196","Carnegie Mellon University",2,36119,31807,0.8991,0.7848,0.127127127127127
"3197","Cedar Crest College",2,17643,9713,0.6923,1,-0.444460494005489
"3198","Central Penn College",3,12895,4524,0.6522,0.1887,0.710671573137075
"3199","Chatham University",2,17352,8495,0.5673,0.5789,-0.0204477348845407
"3200","Chestnut Hill College",2,15066,7351,0.4336,0.4412,-0.0175276752767528
"3204","Clarion University of Pennsylvania",1,7355,7999,0.5326,0.2167,0.593128051070221
"3210","Delaware Valley University",2,17210,8734,0.6105,0.2174,0.643898443898444
"3211","Dickinson College",2,27496,18027,0.8458,0.7308,0.135965949397021
"3214","Drexel University",2,23559,14939,0.688,0.4435,0.355377906976744
"3217","Duquesne University",2,20602,10922,0.7937,0.6471,0.184704548318004
"3218","East Stroudsburg University of Pennsylvania",1,9139,7383,0.5884,0.4321,0.265635622025833
"3219","Eastern University",2,12762,8357,0.6696,0.4362,0.348566308243728
"3220","Edinboro University of Pennsylvania",1,6451,9407,0.4649,0.3543,0.237900623790062
"3221","Elizabethtown College",2,19788,13429,0.7177,0.3333,0.53559983279922
"3239","Franklin and Marshall College",2,29020,19474,0.8939,0.8421,0.057948316366484
"3240","Gannon University",2,16229,7759,0.6801,0.4483,0.34083223055433
"3241","Geneva College",2,13862,8417,0.6686,0.3846,0.424768172300329
"3242","Gettysburg College",2,29130,16497,0.8352,0.8519,-0.0199952107279693
"3247","Gwynedd Mercy University",2,15815,8930,0.6197,0.5263,0.150718089398096
"3250","Haverford College",2,27250,28622,0.9573,0.8519,0.110101326647864
"3252","Holy Family University",2,16948,8916,0.5942,0.4286,0.278694042409963
"3253","Hussian College School of Art",3,14594,2177,0.5263,0.5556,-0.0556716701501045
"3255","Immaculata University",2,12435,5331,0.6453,0.5556,0.139005113900511
"3256","Indiana University of Pennsylvania-Main Campus",1,8048,9021,0.5791,0.3117,0.461750992920048
"3261","Juniata College",2,17342,10689,0.7861,0.5556,0.293219692151126
"3262","Keystone College",2,11155,6411,0.6242,0.5455,0.12608138417174
"3263","King's College",2,16008,9051,0.6281,0.3636,0.421111288011463
"3265","Kutztown University of Pennsylvania",1,7538,8776,0.5781,0.3196,0.447154471544715
"3266","La Roche College",2,15588,6178,0.4692,0.1579,0.663469735720375
"3267","La Salle University",2,17325,9274,0.7007,0.5217,0.255458826887398
"3269","Lafayette College",2,27378,21109,0.9217,0.875,0.0506672453075838
"3270","Lancaster Bible College",2,12028,8547,0.6538,0.6,0.0822881615172837
"3275","Lebanon Valley College",2,18136,10409,0.7649,0.4444,0.419009020787031
"3278","Lehigh University",2,26103,20469,0.9004,0.7273,0.192247889826744
"3282","Lincoln University",1,9581,8047,0.25,0.4097,-0.6388
"3283","Lock Haven University",1,6927,7851,0.4858,0.4144,0.146974063400576
"3288","Lycoming College",2,13518,8436,0.6144,0.6667,-0.0851236979166667
"3290","Mansfield University of Pennsylvania",1,6375,9456,0.5291,0.4,0.243999243999244
"3291","Marywood University",2,15219,9623,0.7053,0.4,0.432865447327378
"3294","Mercyhurst University",2,13905,10549,0.7132,0.4138,0.419798093101514
"3295","Messiah College",2,17157,10514,0.812,0.8824,-0.0866995073891624
"3297","Millersville University of Pennsylvania",1,7616,8254,0.6877,0.4488,0.347389850225389
"3298","Misericordia University",2,16200,7079,0.7225,0.75,-0.0380622837370242
"3300","Moore College of Art and Design",2,23751,11456,0.5823,0.6429,-0.104070066975786
"3301","Moravian College",2,17587,11700,0.6928,1,-0.443418013856813
"3302","Mount Aloysius College",2,14262,5815,0.4647,0.2381,0.487626425650958
"3303","Muhlenberg College",2,22612,14588,0.8561,0.9231,-0.0782618852937742
"3305","Neumann University",2,18006,5736,0.6118,0.4565,0.253841124550507
"3313","Pennsylvania State University-Penn State Erie-Behrend College",1,7272,5366,0.7117,0.2885,0.594632569903049
"3316","Pennsylvania State University-Penn State New Kensington",1,8317,6137,0.4835,0.3333,0.310651499482937
"3318","Pennsylvania State University-Penn State Wilkes-Barre",1,7233,5338,0.4909,0.5714,-0.163984518231819
"3320","Pennsylvania State University-Penn State Lehigh Valley",1,6204,4578,0.5776,0.2,0.653739612188366
"3321","Pennsylvania State University-Penn State Altoona",1,5925,4372,0.6675,0.453,0.321348314606742
"3322","Pennsylvania State University-Penn State Beaver",1,7383,5448,0.4177,0.36,0.138137419200383
"3323","Pennsylvania State University-Penn State Berks",1,5949,4390,0.5758,0.5326,0.0750260507120528
"3324","Pennsylvania State University-Penn State Harrisburg",1,7843,5788,0.6624,0.6098,0.0794082125603865
"3325","Pennsylvania State University-Penn State Brandywine",1,5904,4357,0.4286,0.2439,0.430937937470835
"3327","Pennsylvania State University-Penn State Fayette- Eberly",1,7301,5388,0.4844,0.1111,0.770644095788604
"3328","Pennsylvania State University-Penn State Hazleton",1,7691,5676,0.5668,0.4697,0.171312632321807
"3329","Pennsylvania State University-Main Campus",1,24219,17872,0.8807,0.7026,0.20222550244124
"3330","Pennsylvania State University-Penn State Greater Allegheny",1,8330,6147,0.3857,0.3333,0.135856883588281
"3331","Pennsylvania State University-Penn State Mont Alto",1,7356,5428,0.5424,0.4167,0.231747787610619
"3332","Pennsylvania State University-Penn State Abington",1,4820,3557,0.4868,0.303,0.377567789646672
"3333","Pennsylvania State University-Penn State Schuylkill",1,7891,5823,0.4278,0.414,0.0322580645161291
"3334","Pennsylvania State University-Penn State York",1,7587,5599,0.4721,0.4762,-0.00868460072018639
"3335","Peirce College",2,15115,6402,0.375,0.4545,-0.212
"3339","Pennsylvania Academy of the Fine Arts",2,22261,11235,0.5882,0.3333,0.433356001360082
"3343","Pennsylvania College of Art and Design",2,21378,8592,0.4487,0.5,-0.114330287497214
"3344","University of Pennsylvania",2,34560,49018,0.9476,0.9401,0.00791473195441109
"3345","Philadelphia University",2,19934,9712,0.6872,0.4667,0.320867287543655
"3346","The University of the Arts",2,20918,12486,0.5942,0.5455,0.0819589363850555
"3347","Cairn University-Langhorne",2,10727,7527,0.7008,0.4444,0.365867579908676
"3349","University of the Sciences",2,22797,12724,0.7385,0.4375,0.407582938388626
"3351","University of Pittsburgh-Bradford",1,11150,8486,0.5097,0.6071,-0.19109279968609
"3352","University of Pittsburgh-Greensburg",1,12012,5824,0.551,0.4815,0.126134301270418
"3353","University of Pittsburgh-Johnstown",1,12314,6320,0.5209,0.1053,0.797849875215972
"3354","University of Pittsburgh-Pittsburgh Campus",1,16728,16522,0.8278,0.7239,0.125513409035999
"3362","Point Park University",2,17108,9247,0.5972,0.4231,0.291527126590757
"3369","The Restaurant School at Walnut Hill College",3,32258,22330,0.5172,0.6,-0.160092807424594
"3371","Robert Morris University",2,17137,7471,0.6545,0.3438,0.474713521772345
"3373","Rosemont College",2,13889,5995,0.3871,0.4085,-0.0552828726427279
"3374","Saint Francis University",2,13596,8103,0.7493,0.5357,0.285066061657547
"3375","Saint Joseph's University",2,23780,12184,0.7473,0.6222,0.167402649538338
"3376","Saint Vincent College",2,12522,7509,0.7435,0.6667,0.10329522528581
"3379","University of Scranton",2,20816,11042,0.8104,0.9,-0.110562685093781
"3380","Seton Hill University",2,14235,9026,0.6487,0.5517,0.149529828888546
"3384","Shippensburg University of Pennsylvania",1,7315,8947,0.5843,0.363,0.378743795995208
"3385","Slippery Rock University of Pennsylvania",1,7048,7365,0.6949,0.557,0.19844581954238
"3391","Susquehanna University",2,18030,11187,0.7669,0.8462,-0.103403312035467
"3392","Swarthmore College",2,27431,32124,0.9571,0.8929,0.067077630341657
