"","INSTNM","CONTROL","TUITFTE","INEXPFTE","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_earnings_high_low","gap_earnings_high_mid","gap_earnings_mid_low"
"3027","Wright State University-Main Campus",1,9474,9158,43200,41000,43800,0.0136986301369863,0.0639269406392694,-0.0536585365853659
"3028","Wright State University-Lake Campus",1,6945,5429,43200,41000,43800,0.0136986301369863,0.0639269406392694,-0.0536585365853659
"3029","Xavier University",2,16573,10076,46100,51500,55200,0.164855072463768,0.0670289855072464,0.104854368932039
"3030","ITT Technical Institute-Youngstown",3,17557,3112,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"3031","Youngstown State University",1,7788,7275,33500,38300,43100,0.222737819025522,0.111368909512761,0.12532637075718
"3033","Bacone College",2,2243,4240,28500,34400,44500,0.359550561797753,0.226966292134831,0.171511627906977
"3034","Oklahoma Wesleyan University",2,11951,6009,42000,51000,60700,0.308072487644152,0.159802306425041,0.176470588235294
"3035","Southern Nazarene University",2,12732,8624,43500,50500,58400,0.25513698630137,0.13527397260274,0.138613861386139
"3038","Cameron University",1,4331,7292,34500,39100,38900,0.113110539845758,-0.0051413881748072,0.117647058823529
"3039","Carl Albert State College",1,1230,4421,26600,33900,48700,0.453798767967146,0.303901437371663,0.215339233038348
"3041","University of Central Oklahoma",1,7537,8494,42500,44900,46100,0.0780911062906725,0.0260303687635575,0.0534521158129176
"3043","Connors State College",1,1195,3259,30500,35200,41300,0.261501210653753,0.147699757869249,0.133522727272727
"3044","East Central University",1,4494,6827,36800,39000,46400,0.206896551724138,0.15948275862069,0.0564102564102564
"3046","Redlands Community College",1,1807,4687,33400,41300,43100,0.225058004640371,0.0417633410672854,0.191283292978208
"3051","Langston University",1,3466,8449,28500,34600,38000,0.25,0.0894736842105263,0.176300578034682
"3052","Murray State College",1,1730,4809,29900,36500,42000,0.288095238095238,0.130952380952381,0.180821917808219
"3053","Spartan College of Aeronautics and Technology",3,19710,7156,42400,43900,50100,0.153692614770459,0.12375249500998,0.0341685649202733
"3054","Northeastern State University",1,4135,7917,37000,39900,42300,0.125295508274232,0.0567375886524823,0.0726817042606516
"3056","Northern Oklahoma College",1,2799,6563,30800,38500,39700,0.224181360201511,0.0302267002518892,0.2
"3057","Northeastern Oklahoma A&M College",1,1229,4076,30400,33000,41600,0.269230769230769,0.206730769230769,0.0787878787878788
"3058","Northwestern Oklahoma State University",1,3514,6769,35900,43800,46000,0.219565217391304,0.0478260869565217,0.180365296803653
"3060","Oklahoma Christian University",2,8657,7261,35800,41400,43500,0.177011494252874,0.0482758620689655,0.135265700483092
"3061","University of Oklahoma-Health Sciences Center",1,12429,47557,59200,58800,57000,-0.0385964912280702,-0.0315789473684211,-0.00680272108843537
"3062","Oklahoma Panhandle State University",1,4523,6215,33400,37800,50600,0.339920948616601,0.25296442687747,0.116402116402116
"3063","Oklahoma State University-Main Campus",1,11033,8602,49700,52900,53700,0.074487895716946,0.0148975791433892,0.0604914933837429
"3064","Oklahoma State University-Oklahoma City",1,2237,4474,33800,42400,48400,0.301652892561983,0.12396694214876,0.202830188679245
"3065","Oklahoma Baptist University",2,9773,6153,34800,38300,42400,0.179245283018868,0.0966981132075472,0.0913838120104439
"3066","Oklahoma City Community College",1,2095,5220,33700,42300,43700,0.22883295194508,0.0320366132723112,0.203309692671395
"3067","Oklahoma City University",2,16782,12219,49900,51400,42500,-0.174117647058824,-0.209411764705882,0.0291828793774319
"3068","University of Oklahoma-Norman Campus",1,11150,12188,59200,58800,57000,-0.0385964912280702,-0.0315789473684211,-0.00680272108843537
"3070","Oklahoma State University Institute of Technology",1,2086,6303,35000,40500,44400,0.211711711711712,0.0878378378378378,0.135802469135802
"3071","Oral Roberts University",2,12600,8754,39800,37700,41900,0.0501193317422434,0.100238663484487,-0.0557029177718833
"3073","Platt College-Central OKC",3,21784,6921,21500,31200,34300,0.373177842565598,0.0903790087463557,0.310897435897436
"3074","Rogers State University",1,3969,5538,32700,36900,40400,0.190594059405941,0.0866336633663366,0.113821138211382
"3075","Rose State College",1,995,6219,31700,39200,42700,0.257611241217799,0.0819672131147541,0.191326530612245
"3076","St. Gregory's University",2,9892,4972,35600,42600,55100,0.353901996370236,0.226860254083485,0.164319248826291
"3078","University of Science and Arts of Oklahoma",1,2936,7758,32400,35700,41500,0.219277108433735,0.139759036144578,0.092436974789916
"3079","Seminole State College",1,1096,4189,27600,35900,34400,0.197674418604651,-0.0436046511627907,0.231197771587744
"3081","Southeastern Oklahoma State University",1,4408,7447,36100,38900,44700,0.192393736017897,0.129753914988814,0.0719794344473008
"3083","Southwestern Oklahoma State University",1,4283,8087,42000,49100,52800,0.204545454545455,0.0700757575757576,0.144602851323829
"3084","Tulsa Community College",1,564,6528,31900,38800,41800,0.236842105263158,0.0717703349282297,0.177835051546392
"3085","Tulsa Welding School-Tulsa",3,13147,2335,37800,46400,47700,0.207547169811321,0.0272536687631027,0.185344827586207
"3086","University of Tulsa",2,20416,15982,53600,53300,56900,0.0579964850615114,0.0632688927943761,-0.00562851782363977
"3095","The Art Institute of Portland",3,14471,5781,36700,40000,40100,0.084788029925187,0.00249376558603491,0.0825
"3097","Blue Mountain Community College",1,3627,5341,32000,35400,39800,0.195979899497487,0.110552763819095,0.096045197740113
"3098","Central Oregon Community College",1,2327,5105,31900,37400,38700,0.175710594315245,0.0335917312661499,0.147058823529412
"3099","Chemeketa Community College",1,3773,5569,30300,37400,43400,0.30184331797235,0.138248847926267,0.189839572192513
"3100","Clackamas Community College",1,4408,7770,32100,38600,42900,0.251748251748252,0.1002331002331,0.16839378238342
"3103","Concorde Career College-Portland",3,13170,5282,26400,31000,31700,0.167192429022082,0.0220820189274448,0.148387096774194
"3104","Concordia University-Portland",2,12091,2545,40900,43500,46400,0.118534482758621,0.0625,0.0597701149425287
"3107","Eastern Oregon University",1,5215,7027,34100,44000,45000,0.242222222222222,0.0222222222222222,0.225
"3110","George Fox University",2,16009,8930,44500,46900,47300,0.0591966173361522,0.00845665961945032,0.0511727078891258
"3112","ITT Technical Institute-Portland",3,19180,3894,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"3113","Lane Community College",1,7898,13225,28800,38100,38900,0.259640102827764,0.0205655526992288,0.244094488188976
"3114","Lewis & Clark College",2,24037,15866,50300,53600,42900,-0.172494172494172,-0.249417249417249,0.0615671641791045
"3115","Linfield College-McMinnville Campus",2,20682,13440,51900,53500,56800,0.0862676056338028,0.0580985915492958,0.0299065420560748
"3116","Linn-Benton Community College",1,3751,7717,33000,37900,43200,0.236111111111111,0.122685185185185,0.129287598944591
"3118","Marylhurst University",2,18930,8770,29700,51000,51800,0.426640926640927,0.0154440154440154,0.417647058823529
"3122","Mt Hood Community College",1,3390,5603,33900,40200,41800,0.188995215311005,0.0382775119617225,0.156716417910448
"3123","Multnomah University",2,11417,5142,33500,32400,33600,0.00297619047619048,0.0357142857142857,-0.0339506172839506
"3126","Northwest Christian University",2,8288,4694,34700,48400,59100,0.412859560067682,0.181049069373942,0.283057851239669
"3127","Oregon Health & Science University",1,24021,64019,116700,84200,72700,-0.605226960110041,-0.15818431911967,-0.385985748218527
"3128","Oregon Institute of Technology",1,7177,9764,48200,56900,57000,0.154385964912281,0.00175438596491228,0.152899824253076
"3130","Oregon State University",1,10540,10914,49900,50800,54000,0.0759259259259259,0.0592592592592593,0.0177165354330709
"3131","University of Oregon",1,15185,12386,45700,46400,48600,0.0596707818930041,0.0452674897119342,0.0150862068965517
"3133","Pacific University",2,24217,12254,43500,45000,46600,0.0665236051502146,0.0343347639484979,0.0333333333333333
"3139","Portland Community College",1,2852,6505,34300,42700,47000,0.270212765957447,0.0914893617021277,0.19672131147541
"3140","Portland State University",1,8488,8454,44600,50700,48900,0.0879345603271984,-0.0368098159509202,0.120315581854043
"3141","University of Portland",2,20125,10653,56100,57400,56300,0.00355239786856128,-0.019538188277087,0.0226480836236934
"3143","Rogue Community College",1,5292,5687,26900,36000,40800,0.340686274509804,0.117647058823529,0.252777777777778
"3145","Pioneer Pacific College",3,6400,3929,26400,33200,33200,0.204819277108434,0,0.204819277108434
"3147","Southern Oregon University",1,6352,8340,39300,41200,40800,0.0367647058823529,-0.00980392156862745,0.0461165048543689
"3148","Southwestern Oregon Community College",1,1742,5639,26800,35500,44600,0.399103139013453,0.204035874439462,0.245070422535211
"3149","Treasure Valley Community College",1,3935,5941,28300,34100,38400,0.263020833333333,0.111979166666667,0.170087976539589
"3151","Warner Pacific College",2,16328,10807,33400,44100,40000,0.165,-0.1025,0.242630385487528
"3152","Corban University",2,13000,5702,34900,45700,40700,0.142506142506143,-0.122850122850123,0.236323851203501
"3154","Everest College-Portland",3,11984,9217,22900,30500,26500,0.135849056603774,-0.150943396226415,0.249180327868852
"3156","Willamette University",2,20372,13307,47300,50600,55900,0.153846153846154,0.0948121645796064,0.0652173913043478
"3157","Western Oregon University",1,6513,8300,40400,38700,43300,0.0669745958429561,0.106235565819861,-0.0439276485788114
"3164","Albright College",2,14946,9556,41400,47100,54100,0.234750462107209,0.129390018484288,0.121019108280255
"3166","Community College of Allegheny County",1,2424,5123,31100,37700,38200,0.18586387434555,0.0130890052356021,0.175066312997347
"3167","Allegheny College",2,19492,12779,44700,51800,56700,0.211640211640212,0.0864197530864197,0.137065637065637
"3169","DeSales University",2,15995,8954,49200,53000,50900,0.0333988212180747,-0.0412573673870334,0.0716981132075472
"3171","Alvernia University",2,17408,6818,38200,43800,46700,0.182012847965739,0.0620985010706638,0.127853881278539
"3174","The Art Institutes of York-PA",3,15128,7108,32300,31800,33700,0.0415430267062315,0.056379821958457,-0.0157232704402516
"3175","The Art Institute of Philadelphia",3,15887,5998,30100,35300,38400,0.216145833333333,0.0807291666666667,0.147308781869688
"3177","The Art Institute of Pittsburgh",3,14110,5790,32300,37500,38900,0.169665809768638,0.0359897172236504,0.138666666666667
"3178","Automotive Training Center-Exton",3,12081,5997,37700,42800,46900,0.196162046908316,0.0874200426439232,0.119158878504673
"3179","Summit University of Pennsylvania",2,10033,5281,29700,33600,30300,0.0198019801980198,-0.108910891089109,0.116071428571429
"3180","Community College of Beaver County",1,6993,6130,36700,45800,51300,0.284600389863548,0.107212475633528,0.198689956331878
"3181","Arcadia University",2,13828,7453,45500,42100,50900,0.106090373280943,0.172888015717092,-0.0807600950118765
"3184","Bloomsburg University of Pennsylvania",1,7837,8464,42000,45200,48600,0.135802469135802,0.0699588477366255,0.0707964601769911
"3185","Bradford School",3,13819,3118,24900,27100,31700,0.214511041009464,0.145110410094637,0.0811808118081181
"3186","Bryn Mawr College",2,21894,27370,76900,61900,58900,-0.305602716468591,-0.0509337860780985,-0.24232633279483
"3187","Bucknell University",2,31788,20198,78300,73000,78900,0.00760456273764259,0.0747782002534854,-0.0726027397260274
"3188","Bucks County Community College",1,5105,7015,37600,38200,43900,0.143507972665148,0.129840546697039,0.0157068062827225
"3191","Butler County Community College",1,5753,6230,30200,35800,39100,0.227621483375959,0.0843989769820972,0.156424581005587
"3192","Cabrini University",2,13980,7826,36000,47300,47500,0.242105263157895,0.00421052631578947,0.238900634249471
"3193","California University of Pennsylvania",1,7890,7490,36700,40200,44000,0.165909090909091,0.0863636363636364,0.0870646766169154
"3195","Carlow University",2,16311,7288,35400,42400,51000,0.305882352941176,0.168627450980392,0.165094339622642
"3196","Carnegie Mellon University",2,36119,31807,87700,96000,99900,0.122122122122122,0.039039039039039,0.0864583333333333
"3197","Cedar Crest College",2,17643,9713,42100,49100,50900,0.172888015717092,0.0353634577603143,0.142566191446029
"3198","Central Penn College",3,12895,4524,33000,35400,39900,0.172932330827068,0.112781954887218,0.0677966101694915
"3199","Chatham University",2,17352,8495,36700,36000,35500,-0.0338028169014084,-0.0140845070422535,-0.0194444444444444
"3200","Chestnut Hill College",2,15066,7351,36100,43100,49100,0.264765784114053,0.122199592668024,0.162412993039443
"3201","Cheyney University of Pennsylvania",1,3048,9372,28600,31900,33700,0.1513353115727,0.0534124629080119,0.103448275862069
"3202","Brightwood Career Institute-Philadelphia Mills",3,8804,2680,32000,41300,40800,0.215686274509804,-0.0122549019607843,0.225181598062954
"3204","Clarion University of Pennsylvania",1,7355,7999,33900,37900,41500,0.183132530120482,0.0867469879518072,0.105540897097625
"3209","Delaware County Community College",1,3386,5534,33600,43000,43200,0.222222222222222,0.00462962962962963,0.218604651162791
"3210","Delaware Valley University",2,17210,8734,40100,41800,46300,0.133909287257019,0.0971922246220302,0.0406698564593301
"3211","Dickinson College",2,27496,18027,61000,55000,61300,0.00489396411092985,0.102773246329527,-0.109090909090909
"3212","Pennsylvania State University-Dickinson Law",1,109761,80997,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3214","Drexel University",2,23559,14939,81400,66700,67900,-0.198821796759941,0.0176730486008837,-0.220389805097451
"3215","Du Bois Business College-Du Bois",3,12564,4273,23200,25100,29600,0.216216216216216,0.152027027027027,0.0756972111553785
"3217","Duquesne University",2,20602,10922,61700,59900,66400,0.0707831325301205,0.0978915662650602,-0.0300500834724541
"3218","East Stroudsburg University of Pennsylvania",1,9139,7383,42100,43600,45400,0.0726872246696035,0.039647577092511,0.0344036697247706
"3219","Eastern University",2,12762,8357,37600,45400,49700,0.243460764587525,0.0865191146881288,0.171806167400881
"3220","Edinboro University of Pennsylvania",1,6451,9407,33700,37100,38600,0.126943005181347,0.038860103626943,0.091644204851752
"3221","Elizabethtown College",2,19788,13429,43700,45000,55700,0.215439856373429,0.192100538599641,0.0288888888888889
"3225","Empire Beauty School-Lancaster",3,9546,5923,21500,27100,22500,0.0444444444444444,-0.204444444444444,0.206642066420664
"3231","Empire Beauty School-Wyoming Valley",3,9572,5054,19700,23400,22500,0.124444444444444,-0.04,0.158119658119658
"3240","Gannon University",2,16229,7759,45900,51000,56100,0.181818181818182,0.0909090909090909,0.1
"3241","Geneva College",2,13862,8417,37300,41200,48300,0.227743271221532,0.146997929606625,0.0946601941747573
"3242","Gettysburg College",2,29130,16497,42500,62500,61500,0.308943089430894,-0.016260162601626,0.32
"3247","Gwynedd Mercy University",2,15815,8930,53500,55200,56700,0.0564373897707231,0.0264550264550265,0.0307971014492754
"3248","Harcum College",2,14912,6986,32400,35800,41300,0.215496368038741,0.13317191283293,0.0949720670391061
"3249","Harrisburg Area Community College-Harrisburg",1,4939,6205,31500,38000,38500,0.181818181818182,0.012987012987013,0.171052631578947
"3252","Holy Family University",2,16948,8916,40600,49500,55400,0.267148014440433,0.106498194945848,0.17979797979798
"3254","Brightwood Career Institute-Pittsburgh",3,8534,2888,22500,30200,37800,0.404761904761905,0.201058201058201,0.254966887417219
"3255","Immaculata University",2,12435,5331,39700,56700,55500,0.284684684684685,-0.0216216216216216,0.299823633156966
"3256","Indiana University of Pennsylvania-Main Campus",1,8048,9021,37500,38300,44400,0.155405405405405,0.137387387387387,0.02088772845953
"3258","Great Lakes Institute of Technology",3,5119,1732,20400,27900,24800,0.17741935483871,-0.125,0.268817204301075
"3260","Johnson College",2,16025,6428,34300,41000,40300,0.148883374689826,-0.0173697270471464,0.163414634146341
"3261","Juniata College",2,17342,10689,45700,48400,50000,0.086,0.032,0.0557851239669422
"3262","Keystone College",2,11155,6411,29500,35400,36100,0.182825484764543,0.0193905817174515,0.166666666666667
"3263","King's College",2,16008,9051,49500,52100,54700,0.0950639853747715,0.0475319926873857,0.0499040307101727
"3265","Kutztown University of Pennsylvania",1,7538,8776,40500,42000,44500,0.0898876404494382,0.0561797752808989,0.0357142857142857
"3266","La Roche College",2,15588,6178,36300,48000,45300,0.198675496688742,-0.0596026490066225,0.24375
"3267","La Salle University",2,17325,9274,46800,54500,58500,0.2,0.0683760683760684,0.141284403669725
"3268","Lackawanna College",2,12755,5451,30700,35600,36800,0.165760869565217,0.0326086956521739,0.137640449438202
"3269","Lafayette College",2,27378,21109,73400,67900,83500,0.120958083832335,0.186826347305389,-0.0810014727540501
"3270","Lancaster Bible College",2,12028,8547,27400,33400,34300,0.201166180758017,0.0262390670553936,0.179640718562874
"3273","Lansdale School of Business",3,10280,3335,32700,36800,40100,0.184538653366584,0.0822942643391521,0.111413043478261
"3275","Lebanon Valley College",2,18136,10409,46200,47000,49700,0.0704225352112676,0.0543259557344064,0.0170212765957447
"3276","Lehigh Carbon Community College",1,4232,4539,31200,37200,38200,0.183246073298429,0.0261780104712042,0.161290322580645
"3277","Berks Technical Institute",3,13540,3409,27800,33500,38200,0.272251308900524,0.12303664921466,0.170149253731343
"3278","Lehigh University",2,26103,20469,82800,84300,86300,0.0405561993047509,0.0231749710312862,0.0177935943060498
"3280","Lincoln Technical Institute-Allentown",3,13040,6547,31000,42800,42400,0.268867924528302,-0.00943396226415094,0.275700934579439
"3281","Lincoln Technical Institute-Philadelphia",3,12961,4659,37600,47300,46000,0.182608695652174,-0.0282608695652174,0.20507399577167
"3282","Lincoln University",1,9581,8047,30700,37900,36300,0.154269972451791,-0.0440771349862259,0.189973614775726
"3283","Lock Haven University",1,6927,7851,36300,38600,44100,0.17687074829932,0.124716553287982,0.0595854922279793
"3287","Luzerne County Community College",1,5432,4697,31200,34900,38400,0.1875,0.0911458333333333,0.106017191977077
"3288","Lycoming College",2,13518,8436,39600,42400,49400,0.198380566801619,0.1417004048583,0.0660377358490566
"3289","Manor College",2,14959,6560,39900,41700,43500,0.0827586206896552,0.0413793103448276,0.0431654676258993
"3290","Mansfield University of Pennsylvania",1,6375,9456,36600,41700,40500,0.0962962962962963,-0.0296296296296296,0.122302158273381
"3291","Marywood University",2,15219,9623,35700,39800,42100,0.152019002375297,0.0546318289786223,0.103015075376884
"3292","Vet Tech Institute",3,13106,3079,22300,27900,29600,0.246621621621622,0.0574324324324324,0.200716845878136
"3294","Mercyhurst University",2,13905,10549,35200,42400,47700,0.262054507337526,0.111111111111111,0.169811320754717
"3295","Messiah College",2,17157,10514,44200,42800,48700,0.0924024640657084,0.121149897330595,-0.0327102803738318
"3297","Millersville University of Pennsylvania",1,7616,8254,39300,44100,45600,0.138157894736842,0.0328947368421053,0.108843537414966
"3298","Misericordia University",2,16200,7079,41800,48300,54800,0.237226277372263,0.118613138686131,0.134575569358178
"3299","Montgomery County Community College",1,4526,5585,35100,41200,43100,0.185614849187935,0.0440835266821346,0.148058252427184
"3300","Moore College of Art and Design",2,23751,11456,32800,31700,42800,0.233644859813084,0.259345794392523,-0.0347003154574132
"3301","Moravian College",2,17587,11700,43900,49200,51800,0.152509652509653,0.0501930501930502,0.107723577235772
"3302","Mount Aloysius College",2,14262,5815,35400,41000,45700,0.225382932166302,0.102844638949672,0.136585365853659
"3304","Brightwood Career Institute-Philadelphia",3,9751,1964,24600,30700,33300,0.261261261261261,0.0780780780780781,0.198697068403909
"3305","Neumann University",2,18006,5736,43200,40500,45200,0.0442477876106195,0.103982300884956,-0.0666666666666667
"3306","New Castle School of Trades",3,10075,5837,28200,39400,44700,0.369127516778524,0.118568232662192,0.284263959390863
"3307","Northampton County Area Community College",1,4225,6318,31500,36600,38000,0.171052631578947,0.0368421052631579,0.139344262295082
"3313","Pennsylvania State University-Penn State Erie-Behrend College",1,7272,5366,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3314","Pennsylvania State University-Penn State Great Valley",1,17318,12780,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3315","Pennsylvania State University-College of Medicine",1,87002,64202,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3316","Pennsylvania State University-Penn State New Kensington",1,8317,6137,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3317","Pennsylvania State University-Penn State Shenango",1,8439,6227,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3318","Pennsylvania State University-Penn State Wilkes-Barre",1,7233,5338,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3319","Pennsylvania State University-Penn State Worthington Scranton",1,7588,5600,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3320","Pennsylvania State University-Penn State Lehigh Valley",1,6204,4578,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3321","Pennsylvania State University-Penn State Altoona",1,5925,4372,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3322","Pennsylvania State University-Penn State Beaver",1,7383,5448,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3323","Pennsylvania State University-Penn State Berks",1,5949,4390,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3324","Pennsylvania State University-Penn State Harrisburg",1,7843,5788,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3325","Pennsylvania State University-Penn State Brandywine",1,5904,4357,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3326","Pennsylvania State University-Penn State DuBois",1,8788,6485,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3327","Pennsylvania State University-Penn State Fayette- Eberly",1,7301,5388,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3328","Pennsylvania State University-Penn State Hazleton",1,7691,5676,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3329","Pennsylvania State University-Main Campus",1,24219,17872,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3330","Pennsylvania State University-Penn State Greater Allegheny",1,8330,6147,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3331","Pennsylvania State University-Penn State Mont Alto",1,7356,5428,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3332","Pennsylvania State University-Penn State Abington",1,4820,3557,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3333","Pennsylvania State University-Penn State Schuylkill",1,7891,5823,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3334","Pennsylvania State University-Penn State York",1,7587,5599,49600,50300,58300,0.149228130360206,0.137221269296741,0.0139165009940358
"3335","Peirce College",2,15115,6402,40800,51100,68100,0.400881057268722,0.249632892804699,0.201565557729941
"3337","Pennco Tech-Bristol",3,15192,4814,30700,37500,40400,0.24009900990099,0.0717821782178218,0.181333333333333
"3344","University of Pennsylvania",2,34560,49018,107100,109300,126600,0.154028436018957,0.136650868878357,0.020128087831656
"3345","Philadelphia University",2,19934,9712,49800,50300,51200,0.02734375,0.017578125,0.0099403578528827
"3346","The University of the Arts",2,20918,12486,28200,32700,35100,0.196581196581197,0.0683760683760684,0.137614678899083
"3347","Cairn University-Langhorne",2,10727,7527,33200,37100,38800,0.144329896907216,0.0438144329896907,0.105121293800539
"3349","University of the Sciences",2,22797,12724,89600,86900,94500,0.0518518518518519,0.0804232804232804,-0.0310701956271577
"3350","Community College of Philadelphia",1,2348,5306,31800,39600,45200,0.29646017699115,0.123893805309735,0.196969696969697
"3351","University of Pittsburgh-Bradford",1,11150,8486,50200,52200,60300,0.167495854063018,0.134328358208955,0.0383141762452107
"3352","University of Pittsburgh-Greensburg",1,12012,5824,50200,52200,60300,0.167495854063018,0.134328358208955,0.0383141762452107
"3353","University of Pittsburgh-Johnstown",1,12314,6320,50200,52200,60300,0.167495854063018,0.134328358208955,0.0383141762452107
"3354","University of Pittsburgh-Pittsburgh Campus",1,16728,16522,50200,52200,60300,0.167495854063018,0.134328358208955,0.0383141762452107
"3355","University of Pittsburgh-Titusville",1,11855,9647,50200,52200,60300,0.167495854063018,0.134328358208955,0.0383141762452107
"3357","Pittsburgh Institute of Aeronautics",2,17427,5206,53000,56700,59600,0.110738255033557,0.0486577181208054,0.0652557319223986
"3359","Pittsburgh Technical Institute",3,9975,4130,32000,39000,41000,0.219512195121951,0.0487804878048781,0.179487179487179
"3362","Point Park University",2,17108,9247,36600,44600,41800,0.124401913875598,-0.0669856459330144,0.179372197309417
"3365","Reading Area Community College",1,5654,6423,28700,36500,40900,0.298288508557457,0.107579462102689,0.213698630136986
"3369","The Restaurant School at Walnut Hill College",3,32258,22330,34800,36900,38900,0.105398457583548,0.051413881748072,0.0569105691056911
"3370","Brightwood Career Institute-Broomall",3,9819,2309,28300,39700,40600,0.302955665024631,0.0221674876847291,0.287153652392947
"3371","Robert Morris University",2,17137,7471,47700,47200,50600,0.0573122529644269,0.0671936758893281,-0.0105932203389831
"3374","Saint Francis University",2,13596,8103,46000,50300,54800,0.160583941605839,0.0821167883211679,0.0854870775347912
"3375","Saint Joseph's University",2,23780,12184,50600,63700,67500,0.25037037037037,0.0562962962962963,0.205651491365777
"3376","Saint Vincent College",2,12522,7509,42400,45500,50400,0.158730158730159,0.0972222222222222,0.0681318681318681
"3377","Saint Vincent Seminary",2,18763,11251,42400,45500,50400,0.158730158730159,0.0972222222222222,0.0681318681318681
"3379","University of Scranton",2,20816,11042,59200,56100,63400,0.0662460567823344,0.115141955835962,-0.0552584670231729
"3380","Seton Hill University",2,14235,9026,36500,38500,40400,0.0965346534653465,0.047029702970297,0.051948051948052
"3384","Shippensburg University of Pennsylvania",1,7315,8947,42600,47700,49300,0.135902636916836,0.0324543610547667,0.106918238993711
"3385","Slippery Rock University of Pennsylvania",1,7048,7365,38000,39700,42100,0.0973871733966746,0.0570071258907363,0.0428211586901763
"3388","South Hills School of Business & Technology",3,9549,6877,29400,31500,35800,0.17877094972067,0.120111731843575,0.0666666666666667
"3391","Susquehanna University",2,18030,11187,54900,51300,57500,0.0452173913043478,0.107826086956522,-0.0701754385964912
"3393","Thaddeus Stevens College of Technology",1,4996,6022,33400,42000,44300,0.246049661399549,0.0519187358916479,0.204761904761905
"3395","Temple University",1,20016,12889,56400,50900,51800,-0.0888030888030888,0.0173745173745174,-0.108055009823183
"3396","Thiel College",2,13022,7217,35300,37000,44700,0.210290827740492,0.172259507829978,0.0459459459459459
"3397","Thomas Jefferson University",2,33544,41171,156900,95300,79500,-0.973584905660377,-0.19874213836478,-0.646379853095488
"3398","Fortis Institute-Erie",3,10486,5219,23800,34200,33500,0.28955223880597,-0.0208955223880597,0.304093567251462
"3400","Triangle Tech Inc-Pittsburgh",3,14181,4342,31900,41400,42100,0.242280285035629,0.0166270783847981,0.229468599033816
"3402","Triangle Tech Inc-Dubois",3,14245,3825,34100,38800,42300,0.193853427895981,0.08274231678487,0.121134020618557
"3404","Ursinus College",2,20530,13593,59900,50700,56700,-0.0564373897707231,0.105820105820106,-0.181459566074951
"3405","University of Valley Forge",2,13406,6596,28800,35900,34900,0.174785100286533,-0.0286532951289398,0.197771587743733
"3408","Villanova University",2,26473,15732,81000,77400,87300,0.0721649484536082,0.11340206185567,-0.0465116279069767
"3411","Washington & Jefferson College",2,21989,14530,41100,60000,55700,0.262118491921005,-0.0771992818671454,0.315
"3412","Waynesburg University",2,12351,8616,41400,48800,56000,0.260714285714286,0.128571428571429,0.151639344262295
"3414","West Chester University of Pennsylvania",1,8975,7851,44400,47800,50200,0.115537848605578,0.047808764940239,0.0711297071129707
"3416","Pittsburgh Career Institute",3,20014,8748,23100,30500,34800,0.336206896551724,0.123563218390805,0.242622950819672
"3417","Westminster College",2,12104,8960,43500,46100,46500,0.0645161290322581,0.00860215053763441,0.0563991323210412
"3419","Westmoreland County Community College",1,2870,4046,28300,35300,38700,0.268733850129199,0.0878552971576227,0.198300283286119
"3420","Widener University-Main Campus",2,21470,13704,56300,59000,60000,0.0616666666666667,0.0166666666666667,0.0457627118644068
"3421","Wilkes University",2,15692,8243,50700,54700,63000,0.195238095238095,0.131746031746032,0.0731261425959781
"3422","Wilson College",2,11662,10092,29500,35600,37800,0.21957671957672,0.0582010582010582,0.171348314606742
"3424","York College Pennsylvania",2,13702,8285,44900,49400,53200,0.156015037593985,0.0714285714285714,0.0910931174089069
