"","INSTNM","CONTROL","TUITFTE","INEXPFTE","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_earnings_high_low","gap_earnings_high_mid","gap_earnings_mid_low"
"2176","Peru State College",1,3357,4834,36600,37900,41000,0.107317073170732,0.075609756097561,0.0343007915567282
"2177","College of Saint Mary",2,14557,7310,33400,42600,47600,0.298319327731092,0.105042016806723,0.215962441314554
"2178","Southeast Community College Area",1,2308,6315,32600,40800,41600,0.216346153846154,0.0192307692307692,0.200980392156863
"2179","Union College",2,15410,10177,47000,37300,47200,0.00423728813559322,0.209745762711864,-0.260053619302949
"2181","Nebraska College of Technical Agriculture",1,2905,9892,47400,48000,51000,0.0705882352941176,0.0588235294117647,0.0125
"2182","Wayne State College",1,3847,6294,34100,40200,41700,0.182254196642686,0.0359712230215827,0.151741293532338
"2184","Western Nebraska Community College",1,1749,7717,27300,36700,42800,0.36214953271028,0.142523364485981,0.256130790190736
"2185","York College",2,10520,5525,35200,36000,41900,0.159904534606205,0.140811455847255,0.0222222222222222
"2188","College of Southern Nevada",1,2530,5856,32700,39600,46400,0.295258620689655,0.146551724137931,0.174242424242424
"2190","Everest College-Henderson",3,11000,4974,23800,29900,34300,0.306122448979592,0.128279883381924,0.204013377926421
"2192","University of Nevada-Las Vegas",1,6961,8805,44700,48600,50800,0.12007874015748,0.0433070866141732,0.0802469135802469
"2193","University of Nevada-Reno",1,7750,15140,51300,53200,51800,0.00965250965250965,-0.027027027027027,0.0357142857142857
"2196","Sierra Nevada College",2,14162,6701,42100,44300,39700,-0.0604534005037783,-0.115869017632242,0.0496613995485327
"2197","Truckee Meadows Community College",1,2194,4818,33300,41100,45900,0.274509803921569,0.104575163398693,0.18978102189781
"2199","Colby-Sawyer College",2,10446,8181,41900,40700,44400,0.0563063063063063,0.0833333333333333,-0.0294840294840295
"2201","Daniel Webster College",3,15395,3457,57200,57100,58700,0.0255536626916525,0.0272572402044293,-0.00175131348511384
"2202","Dartmouth College",2,29358,25102,110800,92000,98300,-0.127161749745677,0.064089521871821,-0.204347826086957
"2205","Franklin Pierce University",2,15535,8643,34400,40300,43100,0.201856148491879,0.0649651972157773,0.146401985111663
"2207","Mount Washington College",3,14378,6065,28700,35500,37100,0.226415094339623,0.0431266846361186,0.191549295774648
"2211","New England College",2,9461,4166,30800,38000,40500,0.239506172839506,0.0617283950617284,0.189473684210526
"2213","Southern New Hampshire University",2,10367,2464,39800,44000,50700,0.214990138067061,0.132149901380671,0.0954545454545455
"2215","University of New Hampshire-Main Campus",1,12491,10676,47100,50500,53900,0.126159554730983,0.0630797773654917,0.0673267326732673
"2216","Keene State College",1,11433,8848,41200,40900,43700,0.05720823798627,0.0640732265446224,-0.00733496332518337
"2217","University of New Hampshire at Manchester",1,10849,8302,47100,50500,53900,0.126159554730983,0.0630797773654917,0.0673267326732673
"2218","Plymouth State University",1,11024,8943,36000,39700,41900,0.140811455847255,0.0525059665871122,0.0931989924433249
"2219","NHTI-Concord's Community College",1,7819,5986,37800,42200,44200,0.144796380090498,0.0452488687782805,0.104265402843602
"2220","White Mountains Community College",1,7597,6434,28400,37300,41800,0.320574162679426,0.107655502392345,0.238605898123324
"2223","Manchester Community College",1,6779,4804,34100,41300,40800,0.16421568627451,-0.0122549019607843,0.174334140435835
"2224","Nashua Community College",1,7496,4071,30400,39300,41700,0.270983213429257,0.0575539568345324,0.2264631043257
"2227","Rivier University",2,12987,6657,41100,47600,44500,0.0764044943820225,-0.0696629213483146,0.136554621848739
"2228","Saint Anselm College",2,16856,11966,48000,51800,60100,0.201331114808652,0.138103161397671,0.0733590733590734
"2230","Granite State College",1,5300,3876,27200,37400,47500,0.427368421052632,0.212631578947368,0.272727272727273
"2233","Atlantic Cape Community College",1,2651,3663,29100,36100,38400,0.2421875,0.0598958333333333,0.193905817174515
"2235","Bergen Community College",1,4843,6025,37700,40300,45500,0.171428571428571,0.114285714285714,0.0645161290322581
"2236","Berkeley College-Woodland Park",3,16647,6396,36400,42300,44800,0.1875,0.0558035714285714,0.139479905437352
"2238","Bloomfield College",2,18013,8240,36100,40900,44700,0.192393736017897,0.0850111856823266,0.117359413202934
"2239","Brookdale Community College",1,2814,4673,33000,39800,43200,0.236111111111111,0.0787037037037037,0.170854271356784
"2240","Rowan College at Burlington County",1,2522,2768,33700,39800,42300,0.203309692671395,0.0591016548463357,0.153266331658291
"2241","Caldwell University",2,16560,6637,42800,44200,51300,0.165692007797271,0.138401559454191,0.0316742081447964
"2242","Camden County College",1,2931,4564,31100,39400,44300,0.297968397291196,0.110609480812641,0.210659898477157
"2243","Centenary College",2,15555,5579,37700,48900,50700,0.256410256410256,0.0355029585798817,0.229038854805726
"2245","Branford Hall Career Institute-Parsippany",3,12513,2854,40500,52800,56700,0.285714285714286,0.0687830687830688,0.232954545454545
"2246","Lincoln Technical Institute-Edison",3,12667,7950,31000,38700,43600,0.288990825688073,0.112385321100917,0.198966408268734
"2250","County College of Morris",1,4616,5211,39400,42900,44500,0.114606741573034,0.0359550561797753,0.0815850815850816
"2251","Cumberland County College",1,2319,4287,33400,34900,45500,0.265934065934066,0.232967032967033,0.0429799426934097
"2254","Drew University",2,17541,12802,50500,52500,57800,0.126297577854671,0.0916955017301038,0.0380952380952381
"2259","Fairleigh Dickinson University-Metropolitan Campus",2,18071,7993,47000,50100,55700,0.156193895870736,0.100538599640934,0.06187624750499
"2260","Felician University",2,18931,8792,38400,41100,50400,0.238095238095238,0.18452380952381,0.0656934306569343
"2261","Fairleigh Dickinson University-College at Florham",2,26923,11908,47000,50100,55700,0.156193895870736,0.100538599640934,0.06187624750499
"2263","Georgian Court University",2,18141,6982,40700,41000,47300,0.13953488372093,0.133192389006343,0.00731707317073171
"2264","Rowan University",1,11552,16320,52000,49800,53100,0.0207156308851224,0.0621468926553672,-0.0441767068273092
"2265","Rowan College at Gloucester County",1,3372,4281,32400,38800,47400,0.316455696202532,0.181434599156118,0.164948453608247
"2268","Eastwick College-Ramsey",3,16120,5368,32600,41200,38400,0.151041666666667,-0.0729166666666667,0.20873786407767
"2270","Hudson County Community College",1,1283,3548,30800,37400,41200,0.252427184466019,0.0922330097087379,0.176470588235294
"2271","New Jersey City University",1,8077,10075,40600,47300,46600,0.128755364806867,-0.0150214592274678,0.141649048625793
"2273","Kean University",1,8533,9932,43800,46400,48700,0.100616016427105,0.0472279260780287,0.0560344827586207
"2275","Lincoln Technical Institute-Union",3,13995,4168,36700,41400,47900,0.233820459290188,0.135699373695198,0.113526570048309
"2277","Mercer County Community College",1,4145,5810,33900,42400,44700,0.241610738255034,0.0514541387024608,0.200471698113208
"2278","Middlesex County College",1,4848,4903,38600,42300,43200,0.106481481481481,0.0208333333333333,0.0874704491725768
"2279","Monmouth University",2,20580,8956,50200,55200,54900,0.0856102003642987,-0.00546448087431694,0.0905797101449275
"2280","Montclair State University",1,9022,9110,48100,51000,51800,0.0714285714285714,0.0154440154440154,0.0568627450980392
"2282","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing",2,24087,19530,63800,64600,66200,0.0362537764350453,0.0241691842900302,0.0123839009287926
"2283","Eastwick College-Nutley",3,8109,1913,32900,41500,46600,0.293991416309013,0.109442060085837,0.207228915662651
"2287","New Jersey Institute of Technology",1,10459,9177,66600,66000,69100,0.0361794500723589,0.044862518089725,-0.00909090909090909
"2288","Ocean County College",1,3426,3188,35700,37100,40200,0.111940298507463,0.0771144278606965,0.0377358490566038
"2291","Passaic County Community College",1,1555,4978,28600,33700,34900,0.180515759312321,0.0343839541547278,0.1513353115727
"2292","Pennco Tech-Blackwood",3,13497,2662,32900,38900,42000,0.216666666666667,0.0738095238095238,0.154241645244216
"2294","Princeton University",2,13255,52224,105700,110400,109300,0.0329368709972553,-0.010064043915828,0.0425724637681159
"2296","Ramapo College of New Jersey",1,9576,9581,42200,47300,51300,0.177387914230019,0.0779727095516569,0.107822410147992
"2298","Rider University",2,20981,13081,49400,50900,53800,0.0817843866171004,0.0539033457249071,0.0294695481335953
"2300","Rutgers University-Camden",1,12573,14493,62200,61200,63800,0.0250783699059561,0.0407523510971787,-0.0163398692810458
"2301","Rutgers University-New Brunswick",1,13386,18006,62200,61200,63800,0.0250783699059561,0.0407523510971787,-0.0163398692810458
"2302","Rutgers University-Newark",1,12686,13707,62200,61200,63800,0.0250783699059561,0.0407523510971787,-0.0163398692810458
"2305","Saint Peter's University",2,16376,8356,44900,44100,52700,0.148007590132827,0.163187855787476,-0.018140589569161
"2307","Seton Hall University",2,22657,10660,59300,58400,60300,0.0165837479270315,0.0315091210613599,-0.0154109589041096
"2309","College of Saint Elizabeth",2,18832,11114,46500,45500,48100,0.0332640332640333,0.0540540540540541,-0.021978021978022
"2310","Raritan Valley Community College",1,3594,4237,40400,40900,45100,0.104212860310421,0.0931263858093126,0.0122249388753056
"2311","Stevens Institute of Technology",2,27192,13732,86500,88500,89300,0.0313549832026876,0.00895856662933931,0.0225988700564972
"2312","Stockton University",1,6882,8487,43500,48300,51100,0.148727984344423,0.0547945205479452,0.0993788819875776
"2315","Thomas Edison State University",1,9801,0,44500,59000,63800,0.302507836990596,0.0752351097178683,0.245762711864407
"2316","The College of New Jersey",1,11918,11128,52300,57500,62800,0.167197452229299,0.0843949044585987,0.0904347826086957
"2317","Sanford-Brown Institute-Iselin",3,7817,2842,26700,33900,35600,0.25,0.047752808988764,0.212389380530973
"2318","Union County College",1,3142,5292,33200,39600,49700,0.331991951710262,0.203219315895372,0.161616161616162
"2319","William Paterson University of New Jersey",1,10018,10595,40600,47200,47700,0.148846960167715,0.010482180293501,0.139830508474576
"2321","Central New Mexico Community College",1,651,4262,30700,37700,42000,0.269047619047619,0.102380952380952,0.185676392572944
"2324","New Mexico State University-Dona Ana",1,1035,4615,34500,39900,44900,0.23162583518931,0.111358574610245,0.135338345864662
"2326","Eastern New Mexico University-Main Campus",1,3385,6199,29500,35900,44700,0.340044742729307,0.196868008948546,0.178272980501393
"2327","Eastern New Mexico University-Roswell Campus",1,1274,6189,29500,35900,44700,0.340044742729307,0.196868008948546,0.178272980501393
"2329","New Mexico Highlands University",1,4028,7548,32100,39900,43700,0.265446224256293,0.0869565217391304,0.195488721804511
"2330","New Mexico Junior College",1,2004,6339,32100,41900,48700,0.340862422997947,0.139630390143737,0.233890214797136
"2332","University of New Mexico-Gallup Campus",1,1233,5462,39600,41700,49900,0.206412825651303,0.164328657314629,0.0503597122302158
"2333","New Mexico Institute of Mining and Technology",1,5233,9260,63800,57600,60400,-0.0562913907284768,0.0463576158940397,-0.107638888888889
"2334","University of New Mexico-Los Alamos Campus",1,1323,4236,39600,41700,49900,0.206412825651303,0.164328657314629,0.0503597122302158
"2335","University of New Mexico-Main Campus",1,5411,11745,39600,41700,49900,0.206412825651303,0.164328657314629,0.0503597122302158
"2336","New Mexico State University-Alamogordo",1,1908,6446,34500,39900,44900,0.23162583518931,0.111358574610245,0.135338345864662
"2337","New Mexico State University-Carlsbad",1,1235,7091,34500,39900,44900,0.23162583518931,0.111358574610245,0.135338345864662
"2338","New Mexico State University-Grants",1,1355,5055,34500,39900,44900,0.23162583518931,0.111358574610245,0.135338345864662
"2339","New Mexico State University-Main Campus",1,4051,9196,34500,39900,44900,0.23162583518931,0.111358574610245,0.135338345864662
"2340","University of New Mexico-Valencia County Campus",1,1028,4503,39600,41700,49900,0.206412825651303,0.164328657314629,0.0503597122302158
"2342","San Juan College",1,1218,6982,32500,45300,56100,0.420677361853832,0.192513368983957,0.282560706401766
"2344","Santa Fe University of Art and Design",3,10279,8718,35400,41400,46000,0.230434782608696,0.1,0.144927536231884
"2345","University of the Southwest",2,10750,4865,43300,55400,47700,0.0922431865828092,-0.161425576519916,0.21841155234657
"2348","University of New Mexico-Taos Campus",1,840,3750,39600,41700,49900,0.206412825651303,0.164328657314629,0.0503597122302158
"2351","Western New Mexico University",1,3374,8111,30900,40500,44400,0.304054054054054,0.0878378378378378,0.237037037037037
"2352","Vaughn College of Aeronautics and Technology",2,15277,7591,50800,54500,66100,0.231467473524962,0.175491679273828,0.0678899082568807
"2353","Adelphi University",2,21769,12729,50000,54500,56200,0.110320284697509,0.0302491103202847,0.0825688073394495
"2354","Adirondack Community College",1,2377,5535,30900,33900,38300,0.193211488250653,0.114882506527415,0.0884955752212389
"2356","Bryant & Stratton College-Albany",3,12564,2674,22400,30500,35000,0.36,0.128571428571429,0.265573770491803
"2357","Albany College of Pharmacy and Health Sciences",2,24725,12450,104800,111700,100300,-0.0448654037886341,-0.113659022931206,0.0617726051924799
"2360","Alfred University",2,8986,10968,44600,45400,48400,0.0785123966942149,0.0619834710743802,0.0176211453744493
"2366","American Musical and Dramatic Academy",2,18927,7368,30300,31400,33100,0.0845921450151057,0.0513595166163142,0.035031847133758
"2367","Apex Technical School",3,17817,2854,35700,40300,45800,0.220524017467249,0.120087336244541,0.114143920595533
"2372","Bard College",2,15516,23461,38200,41900,42000,0.0904761904761905,0.00238095238095238,0.0883054892601432
"2373","Barnard College",2,29924,21263,72400,69100,72000,-0.00555555555555556,0.0402777777777778,-0.0477568740955137
"2375","Berkeley College-New York",3,18332,5189,38500,44000,49900,0.228456913827655,0.118236472945892,0.125
"2382","Briarcliffe College",3,18087,5111,35600,44600,49200,0.276422764227642,0.0934959349593496,0.201793721973094
"2386","SUNY Broome Community College",1,2804,5962,30300,35000,37800,0.198412698412698,0.0740740740740741,0.134285714285714
"2387","Bryant & Stratton College-Amherst",3,12838,2806,22400,30500,35000,0.36,0.128571428571429,0.265573770491803
"2388","Bryant & Stratton College-Syracuse North",3,12658,2570,22400,30500,35000,0.36,0.128571428571429,0.265573770491803
"2389","Bryant & Stratton College-Syracuse",3,13157,2736,22400,30500,35000,0.36,0.128571428571429,0.265573770491803
